Year,School,School_Consistant,Type,LearningCommunity,lon,lat,AMINMale,AMINFemale,AMIN_Pop,AMIN_Prcnt,AMINPercent,AsianMale,AsianFemale,Asian_Pop,Asian_Prcnt,AsianPercent,HispanicMale,HispanicFemale,Hispanic_Pop,Hispanic_Prcnt,HispanicPercent,BlackMale,BlackFemale,Black_Pop,Black_Prcnt,BlackPercent,WhiteMale,WhiteFemale,White_Pop,White_Prcnt,WhitePercent,PacificIslandMale,PacificIslandFemale,Pacific_Pop,Pacific_Prcnt,PacificPercent,TwoorMoreMale,TwoorMoreFemale,Mixed_Pop,Mixed_Prcnt,TwoorMorePercent,Total,Diverse1,Diverse2,Diverse3
2016,Bailey Middle,BAILEY MIDDLE,Middle,Northwest,-80.837493,35.467838,1,2,3,0.193,0.002,12,24,36,2.312,0.023,79,85,164,10.533,0.105,65,64,129,8.285,0.083,561,610,1171,75.209,0.752,1,2,3,0.193,0.002,23,28,51,3.276,0.033,1557,1,1,1
2017,Bailey Middle,BAILEY MIDDLE,Middle,Northwest,-80.837493,35.467838,1,3,4,0.24,0.002,20,30,50,3.001,0.03,111,89,200,12.005,0.12,71,62,133,7.983,0.08,598,635,1233,74.01,0.74,2,2,4,0.24,0.002,23,19,42,2.521,0.025,1666,0,1,1
2018,Bailey Middle,BAILEY MIDDLE,Middle,Northwest,-80.837493,35.467838,0,2,2,0.124,0.001,18,32,50,3.102,0.031,106,86,192,11.911,0.119,68,71,139,8.623,0.086,576,614,1190,73.821,0.738,2,2,4,0.248,0.002,22,13,35,2.171,0.022,1612,0,1,1
2019,Bailey Middle,BAILEY MIDDLE,Middle,Northwest,-80.837493,35.467838,0,3,3,0.176,0.002,17,34,51,2.996,0.03,101,98,199,11.692,0.117,71,72,143,8.402,0.084,634,637,1271,74.677,0.747,1,1,2,0.118,0.001,19,14,33,1.939,0.019,1702,0,1,1
2020,Bailey Middle,BAILEY MIDDLE,Middle,Northwest,-80.837493,35.467838,0,2,2,0.12,0.001,18,32,50,2.989,0.03,121,120,241,14.405,0.144,69,75,144,8.607,0.086,578,604,1182,70.652,0.707,2,0,2,0.12,0.001,28,24,52,3.108,0.031,1673,0,1,1
2008,BAIN ELEMENTARY,BAIN ELEMENTARY,Elementary,Southeast,-80.648366,35.174825,3,2,5,0.502,0.005,13,15,28,2.811,0.028,21,26,47,4.719,0.047,66,60,126,12.651,0.127,429,361,790,79.317,0.793,0,0,0,0,0,0,0,0,0,0,996,1,0,1
2009,BAIN ELEMENTARY,BAIN ELEMENTARY,Elementary,Southeast,-80.648366,35.174825,4,2,6,0.571,0.006,14,21,35,3.333,0.033,31,32,63,6,0.06,72,73,145,13.81,0.138,443,358,801,76.286,0.763,0,0,0,0,0,0,0,0,0,0,1050,1,0,1
2010,BAIN ELEMENTARY,BAIN ELEMENTARY,Elementary,Southeast,-80.648366,35.174825,3,2,5,0.484,0.005,20,25,45,4.356,0.044,36,32,68,6.583,0.066,75,69,144,13.94,0.139,426,345,771,74.637,0.746,0,0,0,0,0,0,0,0,0,0,1033,0,0,0
2011,BAIN ELEMENTARY,BAIN ELEMENTARY,Elementary,Southeast,-80.648366,35.174825,4,2,6,0.595,0.006,25,26,51,5.055,0.051,29,34,63,6.244,0.062,43,52,95,9.415,0.094,403,345,748,74.133,0.741,0,0,0,0,0,20,26,46,4.559,0.046,1009,0,1,1
2012,BAIN ELEMENTARY,BAIN ELEMENTARY,Elementary,Southeast,-80.648366,35.174825,3,2,5,0.517,0.005,23,26,49,5.067,0.051,32,34,66,6.825,0.068,53,59,112,11.582,0.116,387,324,711,73.526,0.735,0,0,0,0,0,13,11,24,2.482,0.025,967,0,0,0
2013,BAIN ELEMENTARY,BAIN ELEMENTARY,Elementary,Southeast,-80.648366,35.174825,2,2,4,0.426,0.004,21,25,46,4.899,0.049,36,27,63,6.709,0.067,50,53,103,10.969,0.11,378,319,697,74.228,0.742,0,0,0,0,0,10,16,26,2.769,0.028,939,0,0,0
2014,Bain Elementary,BAIN ELEMENTARY,Elementary,Southeast,-80.648366,35.174825,1,2,3,0.332,0.003,20,19,39,4.319,0.043,45,33,78,8.638,0.086,53,52,105,11.628,0.116,357,294,651,72.093,0.721,0,0,0,0,0,15,12,27,2.99,0.03,903,0,0,0
2015,Bain Elementary,BAIN ELEMENTARY,Elementary,Southeast,-80.648366,35.174825,0,2,2,0.222,0.002,19,16,35,3.893,0.039,43,40,83,9.232,0.092,55,50,105,11.68,0.117,352,291,643,71.524,0.715,0,0,0,0,0,18,13,31,3.448,0.034,899,0,0,0
2016,Bain Elementary,BAIN ELEMENTARY,Elementary,Southeast,-80.648366,35.174825,1,2,3,0.319,0.003,22,22,44,4.676,0.047,43,48,91,9.671,0.097,66,48,114,12.115,0.121,345,315,660,70.138,0.701,0,1,1,0.106,0.001,16,12,28,2.976,0.03,941,0,0,0
2017,Bain Elementary,BAIN ELEMENTARY,Elementary,Southeast,-80.648366,35.174825,2,1,3,0.324,0.003,11,18,29,3.135,0.031,47,51,98,10.595,0.106,74,58,132,14.27,0.143,313,307,620,67.027,0.67,0,2,2,0.216,0.002,22,19,41,4.432,0.044,925,0,0,0
2018,Bain Elementary,BAIN ELEMENTARY,Elementary,Southeast,-80.648366,35.174825,3,1,4,0.43,0.004,16,24,40,4.296,0.043,45,51,96,10.311,0.103,78,58,136,14.608,0.146,304,304,608,65.306,0.653,0,3,3,0.322,0.003,19,25,44,4.726,0.047,931,0,0,0
2019,Bain Elementary,BAIN ELEMENTARY,Elementary,Southeast,-80.648366,35.174825,0,0,0,0,0,16,30,46,4.894,0.049,44,48,92,9.787,0.098,76,69,145,15.426,0.154,303,302,605,64.362,0.644,0,3,3,0.319,0.003,17,32,49,5.213,0.052,940,0,0,0
2020,Bain Elementary,BAIN ELEMENTARY,Elementary,Southeast,-80.648366,35.174825,0,0,0,0,0,19,31,50,5.405,0.054,55,46,101,10.919,0.109,74,67,141,15.243,0.152,296,295,591,63.892,0.639,0,1,1,0.108,0.001,11,30,41,4.432,0.044,925,0,0,0
2009,BALLANTYNE ELEM,BALLANTYNE ELEMENTARY,Elementary,Southwest,-80.856076,35.037325,1,2,3,0.457,0.005,40,55,95,14.482,0.145,24,15,39,5.945,0.059,51,63,114,17.378,0.174,194,211,405,61.738,0.617,0,0,0,0,0,0,0,0,0,0,656,0,0,0
2010,BALLANTYNE ELEM,BALLANTYNE ELEMENTARY,Elementary,Southwest,-80.856076,35.037325,1,2,3,0.386,0.004,48,65,113,14.524,0.145,35,22,57,7.326,0.073,65,76,141,18.123,0.181,221,243,464,59.64,0.596,0,0,0,0,0,0,0,0,0,0,778,0,0,0
2011,BALLANTYNE ELEMENTARY,BALLANTYNE ELEMENTARY,Elementary,Southwest,-80.856076,35.037325,1,1,2,0.259,0.003,51,72,123,15.912,0.159,36,23,59,7.633,0.076,39,44,83,10.737,0.107,204,242,446,57.697,0.577,0,0,0,0,0,32,28,60,7.762,0.078,773,0,0,0
2012,BALLANTYNE ELEMENTARY,BALLANTYNE ELEMENTARY,Elementary,Southwest,-80.856076,35.037325,1,1,2,0.248,0.002,43,71,114,14.109,0.141,49,33,82,10.149,0.101,51,48,99,12.252,0.123,220,270,490,60.644,0.606,0,0,0,0,0,12,9,21,2.599,0.026,808,0,0,0
2013,BALLANTYNE ELEMENTARY,BALLANTYNE ELEMENTARY,Elementary,Southwest,-80.856076,35.037325,0,0,0,0,0,56,82,138,16.647,0.166,48,33,81,9.771,0.098,62,61,123,14.837,0.148,225,240,465,56.092,0.561,0,0,0,0,0,13,9,22,2.654,0.027,829,0,0,0
2014,Ballantyne Elementary,BALLANTYNE ELEMENTARY,Elementary,Southwest,-80.856076,35.037325,2,1,3,0.354,0.004,66,69,135,15.939,0.159,40,43,83,9.799,0.098,82,57,139,16.411,0.164,239,228,467,55.136,0.551,1,0,1,0.118,0.001,11,8,19,2.243,0.022,847,0,0,0
2015,Ballantyne Elementary,BALLANTYNE ELEMENTARY,Elementary,Southwest,-80.856076,35.037325,3,0,3,0.353,0.004,72,72,144,16.941,0.169,37,42,79,9.294,0.093,84,54,138,16.235,0.162,248,224,472,55.529,0.555,1,0,1,0.118,0.001,9,4,13,1.529,0.015,850,0,0,0
2016,Ballantyne Elementary,BALLANTYNE ELEMENTARY,Elementary,Southwest,-80.856076,35.037325,4,0,4,0.454,0.005,95,77,172,19.501,0.195,37,54,91,10.317,0.103,78,62,140,15.873,0.159,235,226,461,52.268,0.523,0,0,0,0,0,9,5,14,1.587,0.016,882,0,0,0
2017,Ballantyne Elementary,BALLANTYNE ELEMENTARY,Elementary,Southwest,-80.856076,35.037325,4,0,4,0.462,0.005,99,88,187,21.594,0.216,41,47,88,10.162,0.102,77,70,147,16.975,0.17,225,199,424,48.961,0.49,0,0,0,0,0,8,8,16,1.848,0.018,866,0,0,0
2018,Ballantyne Elementary,BALLANTYNE ELEMENTARY,Elementary,Southwest,-80.856076,35.037325,2,1,3,0.359,0.004,100,107,207,24.761,0.248,36,56,92,11.005,0.11,74,67,141,16.866,0.169,201,174,375,44.856,0.449,0,0,0,0,0,10,8,18,2.153,0.022,836,0,0,0
2019,Ballantyne Elementary,BALLANTYNE ELEMENTARY,Elementary,Southwest,-80.856076,35.037325,1,3,4,0.455,0.005,114,135,249,28.328,0.283,43,52,95,10.808,0.108,69,76,145,16.496,0.165,178,182,360,40.956,0.41,0,0,0,0,0,15,11,26,2.958,0.03,879,0,0,0
2020,Ballantyne Elementary,BALLANTYNE ELEMENTARY,Elementary,Southwest,-80.856076,35.037325,4,2,6,0.621,0.006,160,150,310,32.091,0.321,47,57,104,10.766,0.108,80,79,159,16.46,0.165,178,181,359,37.164,0.372,0,0,0,0,0,14,14,28,2.899,0.029,966,0,0,0
2009,BARNETTE ELEM,BARNETTE ELEMENTARY,Elementary,Northwest,-80.92481,35.399773,1,2,3,0.54,0.005,4,7,11,1.978,0.02,32,14,46,8.273,0.083,62,63,125,22.482,0.225,183,188,371,66.727,0.667,0,0,0,0,0,0,0,0,0,0,556,0,0,0
2010,BARNETTE ELEM,BARNETTE ELEMENTARY,Elementary,Northwest,-80.92481,35.399773,1,3,4,0.546,0.005,10,12,22,3.005,0.03,35,22,57,7.787,0.078,75,84,159,21.721,0.217,247,243,490,66.94,0.669,0,0,0,0,0,0,0,0,0,0,732,0,0,0
2011,BARNETTE ELEMENTARY,BARNETTE ELEMENTARY,Elementary,Northwest,-80.92481,35.399773,2,4,6,0.833,0.008,13,9,22,3.056,0.031,25,16,41,5.694,0.057,53,55,108,15,0.15,256,242,498,69.167,0.692,0,0,0,0,0,13,32,45,6.25,0.063,720,0,0,0
2012,BARNETTE ELEMENTARY,BARNETTE ELEMENTARY,Elementary,Northwest,-80.92481,35.399773,2,7,9,1.337,0.013,6,0,6,0.892,0.009,27,17,44,6.538,0.065,63,53,116,17.236,0.172,255,214,469,69.688,0.697,0,0,0,0,0,11,18,29,4.309,0.043,673,0,0,0
2013,BARNETTE ELEMENTARY,BARNETTE ELEMENTARY,Elementary,Northwest,-80.92481,35.399773,2,4,6,0.885,0.009,8,2,10,1.475,0.015,28,21,49,7.227,0.072,57,43,100,14.749,0.147,266,222,488,71.976,0.72,0,0,0,0,0,9,16,25,3.687,0.037,678,0,0,0
2014,Barnette Elementary,BARNETTE ELEMENTARY,Elementary,Northwest,-80.92481,35.399773,4,2,6,0.955,0.01,8,7,15,2.389,0.024,21,21,42,6.688,0.067,54,47,101,16.083,0.161,233,205,438,69.745,0.697,0,3,3,0.478,0.005,9,14,23,3.662,0.037,628,0,0,0
2015,Barnette Elementary,BARNETTE ELEMENTARY,Elementary,Northwest,-80.92481,35.399773,3,2,5,0.781,0.008,9,9,18,2.813,0.028,35,27,62,9.688,0.097,60,59,119,18.594,0.186,233,188,421,65.781,0.658,0,3,3,0.469,0.005,6,6,12,1.875,0.019,640,0,0,0
2016,Barnette Elementary,BARNETTE ELEMENTARY,Elementary,Northwest,-80.92481,35.399773,1,0,1,0.157,0.002,11,10,21,3.302,0.033,32,35,67,10.535,0.105,54,69,123,19.34,0.193,221,189,410,64.465,0.645,0,3,3,0.472,0.005,7,4,11,1.73,0.017,636,0,0,0
2017,Barnette Elementary,BARNETTE ELEMENTARY,Elementary,Northwest,-80.92481,35.399773,0,0,0,0,0,11,10,21,2.917,0.029,36,45,81,11.25,0.113,58,66,124,17.222,0.172,238,238,476,66.111,0.661,0,2,2,0.278,0.003,8,8,16,2.222,0.022,720,0,0,0
2018,Barnette Elementary,BARNETTE ELEMENTARY,Elementary,Northwest,-80.92481,35.399773,0,0,0,0,0,17,9,26,3.426,0.034,36,43,79,10.408,0.104,58,77,135,17.787,0.178,257,245,502,66.14,0.661,0,2,2,0.264,0.003,8,7,15,1.976,0.02,759,0,0,0
2019,Barnette Elementary,BARNETTE ELEMENTARY,Elementary,Northwest,-80.92481,35.399773,3,1,4,0.525,0.005,16,11,27,3.543,0.035,47,42,89,11.68,0.117,52,79,131,17.192,0.172,237,249,486,63.78,0.638,0,2,2,0.262,0.003,15,8,23,3.018,0.03,762,0,0,0
2020,Barnette Elementary,BARNETTE ELEMENTARY,Elementary,Northwest,-80.92481,35.399773,0,1,1,0.13,0.001,18,13,31,4.026,0.04,52,47,99,12.857,0.129,60,77,137,17.792,0.178,241,233,474,61.558,0.616,0,1,1,0.13,0.001,14,13,27,3.506,0.035,770,0,0,0
2008,BARRINGER ACADEM CTR,BARRINGER ACADEMIC CENTER,Elementary,Center City 1,-80.888623,35.211085,1,1,2,0.31,0.003,33,6,39,6.037,0.06,16,6,22,3.406,0.034,253,266,519,80.341,0.803,35,29,64,9.907,0.099,0,0,0,0,0,0,0,0,0,0,646,1,1,1
2009,BARRINGER ACADEM CTR,BARRINGER ACADEMIC CENTER,Elementary,Center City 1,-80.888623,35.211085,2,0,2,0.331,0.003,30,13,43,7.107,0.071,15,6,21,3.471,0.035,233,248,481,79.504,0.795,36,22,58,9.587,0.096,0,0,0,0,0,0,0,0,0,0,605,1,1,1
2010,BARRINGER ACADEM CTR,BARRINGER ACADEMIC CENTER,Elementary,Center City 1,-80.888623,35.211085,1,0,1,0.178,0.002,37,17,54,9.626,0.096,7,4,11,1.961,0.02,221,229,450,80.214,0.802,26,19,45,8.021,0.08,0,0,0,0,0,0,0,0,0,0,561,1,1,1
2011,BARRINGER ACADEMIC CENTER,BARRINGER ACADEMIC CENTER,Elementary,Center City 1,-80.888623,35.211085,0,0,0,0,0,39,21,60,10.118,0.101,14,8,22,3.71,0.037,226,197,423,71.332,0.713,42,22,64,10.793,0.108,0,0,0,0,0,13,11,24,4.047,0.04,593,0,0,0
2012,BARRINGER ACADEMIC CENTER,BARRINGER ACADEMIC CENTER,Elementary,Center City 1,-80.888623,35.211085,2,1,3,0.503,0.005,54,34,88,14.74,0.147,10,12,22,3.685,0.037,207,177,384,64.322,0.643,54,32,86,14.405,0.144,0,0,0,0,0,8,6,14,2.345,0.023,597,0,0,0
2013,BARRINGER ACADEMIC CENTER,BARRINGER ACADEMIC CENTER,Elementary,Center City 1,-80.888623,35.211085,3,2,5,0.778,0.008,71,48,119,18.507,0.185,10,11,21,3.266,0.033,204,178,382,59.409,0.594,66,39,105,16.33,0.163,0,0,0,0,0,5,6,11,1.711,0.017,643,0,0,0
2014,Barringer Academic Center,BARRINGER ACADEMIC CENTER,Elementary,Center City 1,-80.888623,35.211085,4,0,4,0.651,0.007,69,42,111,18.078,0.181,13,16,29,4.723,0.047,188,163,351,57.166,0.572,63,40,103,16.775,0.168,0,1,1,0.163,0.002,6,9,15,2.443,0.024,614,0,0,0
2015,Barringer Academic Center,BARRINGER ACADEMIC CENTER,Elementary,Center City 1,-80.888623,35.211085,2,1,3,0.475,0.005,66,50,116,18.384,0.184,18,21,39,6.181,0.062,192,174,366,58.003,0.58,55,44,99,15.689,0.157,1,1,2,0.317,0.003,2,4,6,0.951,0.01,631,0,0,0
2016,Barringer Academic Center,BARRINGER ACADEMIC CENTER,Elementary,Center City 1,-80.888623,35.211085,2,0,2,0.339,0.003,68,59,127,21.525,0.215,17,8,25,4.237,0.042,176,155,331,56.102,0.561,54,40,94,15.932,0.159,0,1,1,0.169,0.002,4,6,10,1.695,0.017,590,0,0,0
2017,Barringer Academic Center,BARRINGER ACADEMIC CENTER,Elementary,Center City 1,-80.888623,35.211085,2,0,2,0.337,0.003,64,59,123,20.742,0.207,22,11,33,5.565,0.056,182,158,340,57.336,0.573,50,38,88,14.84,0.148,0,0,0,0,0,3,4,7,1.18,0.012,593,0,0,0
2018,Barringer Academic Center,BARRINGER ACADEMIC CENTER,Elementary,Center City 1,-80.888623,35.211085,2,0,2,0.37,0.004,71,57,128,23.704,0.237,18,7,25,4.63,0.046,161,141,302,55.926,0.559,45,29,74,13.704,0.137,1,1,2,0.37,0.004,1,6,7,1.296,0.013,540,0,0,0
2019,Barringer Academic Center,BARRINGER ACADEMIC CENTER,Elementary,Center City 1,-80.888623,35.211085,0,1,1,0.196,0.002,78,56,134,26.275,0.263,16,11,27,5.294,0.053,150,126,276,54.118,0.541,39,22,61,11.961,0.12,0,0,0,0,0,3,8,11,2.157,0.022,510,0,0,0
2020,Barringer Academic Center,BARRINGER ACADEMIC CENTER,Elementary,Center City 1,-80.888623,35.211085,0,1,1,0.201,0.002,67,58,125,25.151,0.252,23,24,47,9.457,0.095,139,112,251,50.503,0.505,36,18,54,10.865,0.109,0,0,0,0,0,4,15,19,3.823,0.038,497,0,0,0
2010,BEREWICK ELEMENTARY,BEREWICK ELEMENTARY,Elementary,Southwest,-80.978473,35.17352,0,0,0,0,0,26,17,43,8.206,0.082,67,65,132,25.191,0.252,162,96,258,49.237,0.492,43,48,91,17.366,0.174,0,0,0,0,0,0,0,0,0,0,524,0,0,0
2011,BEREWICK ELEMENTARY,BEREWICK ELEMENTARY,Elementary,Southwest,-80.978473,35.17352,0,0,0,0,0,27,23,50,8.319,0.083,67,75,142,23.627,0.236,143,108,251,41.764,0.418,64,56,120,19.967,0.2,0,0,0,0,0,26,12,38,6.323,0.063,601,0,0,0
2012,BEREWICK ELEMENTARY,BEREWICK ELEMENTARY,Elementary,Southwest,-80.978473,35.17352,2,0,2,0.322,0.003,36,18,54,8.696,0.087,66,72,138,22.222,0.222,163,121,284,45.733,0.457,67,64,131,21.095,0.211,0,0,0,0,0,5,7,12,1.932,0.019,621,0,0,0
2013,BEREWICK ELEMENTARY,BEREWICK ELEMENTARY,Elementary,Southwest,-80.978473,35.17352,2,0,2,0.301,0.003,36,23,59,8.886,0.089,76,69,145,21.837,0.218,158,137,295,44.428,0.444,80,67,147,22.139,0.221,0,0,0,0,0,8,8,16,2.41,0.024,664,0,0,0
2014,Berewick Elementary,BEREWICK ELEMENTARY,Elementary,Southwest,-80.978473,35.17352,2,1,3,0.423,0.004,34,30,64,9.027,0.09,85,79,164,23.131,0.231,165,161,326,45.98,0.46,74,66,140,19.746,0.197,1,1,2,0.282,0.003,5,5,10,1.41,0.014,709,0,0,0
2015,Berewick Elementary,BEREWICK ELEMENTARY,Elementary,Southwest,-80.978473,35.17352,4,0,4,0.666,0.007,25,30,55,9.151,0.092,88,84,172,28.619,0.286,131,153,284,47.255,0.473,43,34,77,12.812,0.128,0,1,1,0.166,0.002,4,4,8,1.331,0.013,601,0,0,0
2016,Berewick Elementary,BEREWICK ELEMENTARY,Elementary,Southwest,-80.978473,35.17352,4,0,4,0.661,0.007,30,34,64,10.579,0.106,90,88,178,29.421,0.294,127,147,274,45.289,0.453,33,38,71,11.736,0.117,0,1,1,0.165,0.002,7,6,13,2.149,0.021,605,0,0,0
2017,Berewick Elementary,BEREWICK ELEMENTARY,Elementary,Southwest,-80.978473,35.17352,4,2,6,0.865,0.009,32,35,67,9.654,0.097,103,100,203,29.251,0.293,142,148,290,41.787,0.418,55,54,109,15.706,0.157,0,1,1,0.144,0.001,12,6,18,2.594,0.026,694,0,0,0
2018,Berewick Elementary,BEREWICK ELEMENTARY,Elementary,Southwest,-80.978473,35.17352,4,1,5,0.675,0.007,43,41,84,11.336,0.113,110,105,215,29.015,0.29,162,149,311,41.97,0.42,48,60,108,14.575,0.146,0,1,1,0.135,0.001,8,9,17,2.294,0.023,741,0,0,0
2019,Berewick Elementary,BEREWICK ELEMENTARY,Elementary,Southwest,-80.978473,35.17352,5,1,6,0.722,0.007,49,52,101,12.154,0.122,111,125,236,28.4,0.284,188,151,339,40.794,0.408,50,74,124,14.922,0.149,0,1,1,0.12,0.001,12,12,24,2.888,0.029,831,0,0,0
2020,Berewick Elementary,BEREWICK ELEMENTARY,Elementary,Southwest,-80.978473,35.17352,4,2,6,0.823,0.008,46,50,96,13.169,0.132,107,105,212,29.081,0.291,167,123,290,39.781,0.398,44,53,97,13.306,0.133,1,1,2,0.274,0.003,12,14,26,3.567,0.036,729,0,0,0
2008,BERRYHILL ELEMENTARY,BERRYHILL SCHOOL,Elementary,Northwest,-80.990215,35.212586,1,0,1,0.27,0.003,12,13,25,6.739,0.067,73,75,148,39.892,0.399,50,56,106,28.571,0.286,37,54,91,24.528,0.245,0,0,0,0,0,0,0,0,0,0,371,0,0,0
2009,BERRYHILL ELEMENTARY,BERRYHILL SCHOOL,Elementary,Northwest,-80.990215,35.212586,5,1,6,1.481,0.015,17,17,34,8.395,0.084,78,78,156,38.519,0.385,48,53,101,24.938,0.249,46,62,108,26.667,0.267,0,0,0,0,0,0,0,0,0,0,405,0,0,0
2010,BERRYHILL ELEMENTARY,BERRYHILL SCHOOL,Elementary,Northwest,-80.990215,35.212586,4,0,4,1.216,0.012,16,13,29,8.815,0.088,96,67,163,49.544,0.495,29,31,60,18.237,0.182,36,37,73,22.188,0.222,0,0,0,0,0,0,0,0,0,0,329,0,0,0
2011,BERRYHILL ELEMENTARY,BERRYHILL SCHOOL,Elementary,Northwest,-80.990215,35.212586,3,0,3,0.92,0.009,14,9,23,7.055,0.071,85,74,159,48.773,0.488,21,21,42,12.883,0.129,36,40,76,23.313,0.233,0,0,0,0,0,11,12,23,7.055,0.071,326,0,0,0
2012,BERRYHILL SCHOOL,BERRYHILL SCHOOL,k-8,Northwest,-80.990215,35.212586,2,2,4,0.775,0.008,11,19,30,5.814,0.058,137,125,262,50.775,0.508,46,40,86,16.667,0.167,56,62,118,22.868,0.229,0,0,0,0,0,7,9,16,3.101,0.031,516,0,0,0
2013,BERRYHILL SCHOOL,BERRYHILL SCHOOL,k-8,Northwest,-80.990215,35.212586,3,4,7,1.188,0.012,11,22,33,5.603,0.056,165,143,308,52.292,0.523,50,45,95,16.129,0.161,54,75,129,21.902,0.219,0,0,0,0,0,7,10,17,2.886,0.029,589,0,0,0
2014,Berryhill School,BERRYHILL SCHOOL,k-8,Northwest,-80.990215,35.212586,2,4,6,0.936,0.009,12,16,28,4.368,0.044,189,172,361,56.318,0.563,61,47,108,16.849,0.168,58,58,116,18.097,0.181,1,0,1,0.156,0.002,8,13,21,3.276,0.033,641,0,0,0
2015,Berryhill School,BERRYHILL SCHOOL,k-8,Northwest,-80.990215,35.212586,2,2,4,0.602,0.006,14,19,33,4.97,0.05,193,196,389,58.584,0.586,57,46,103,15.512,0.155,58,54,112,16.867,0.169,1,0,1,0.151,0.002,9,13,22,3.313,0.033,664,0,0,0
2016,Berryhill School,BERRYHILL SCHOOL,k-8,Northwest,-80.990215,35.212586,3,3,6,0.89,0.009,15,12,27,4.006,0.04,221,210,431,63.947,0.639,54,39,93,13.798,0.138,55,52,107,15.875,0.159,0,0,0,0,0,3,7,10,1.484,0.015,674,0,0,0
2017,Berryhill School,BERRYHILL SCHOOL,k-8,Northwest,-80.990215,35.212586,4,2,6,0.853,0.009,12,15,27,3.841,0.038,212,231,443,63.016,0.63,70,43,113,16.074,0.161,51,45,96,13.656,0.137,0,0,0,0,0,7,11,18,2.56,0.026,703,0,0,0
2018,Berryhill School,BERRYHILL SCHOOL,k-8,Northwest,-80.990215,35.212586,3,2,5,0.942,0.009,7,10,17,3.202,0.032,168,176,344,64.783,0.648,50,32,82,15.443,0.154,37,34,71,13.371,0.134,0,0,0,0,0,5,7,12,2.26,0.023,531,0,0,0
2019,Berryhill School,BERRYHILL SCHOOL,k-8,Northwest,-80.990215,35.212586,0,1,1,0.198,0.002,8,8,16,3.162,0.032,179,177,356,70.356,0.704,36,29,65,12.846,0.128,28,30,58,11.462,0.115,0,0,0,0,0,5,5,10,1.976,0.02,506,0,0,0
2020,Berryhill School,BERRYHILL SCHOOL,k-8,Northwest,-80.990215,35.212586,0,1,1,0.218,0.002,8,8,16,3.493,0.035,162,171,333,72.707,0.727,29,21,50,10.917,0.109,29,24,53,11.572,0.116,0,0,0,0,0,3,2,5,1.092,0.011,458,0,0,0
2008,BEVERLY WOODS ELEM,BEVERLY WOODS ELEMENTARY,Elementary,Center City 2,-80.83718,35.131344,0,0,0,0,0,13,6,19,2.343,0.023,20,21,41,5.055,0.051,72,74,146,18.002,0.18,313,292,605,74.599,0.746,0,0,0,0,0,0,0,0,0,0,811,0,0,0
2009,BEVERLY WOODS ELEM,BEVERLY WOODS ELEMENTARY,Elementary,Center City 2,-80.83718,35.131344,1,2,3,0.375,0.004,12,9,21,2.628,0.026,22,26,48,6.008,0.06,57,65,122,15.269,0.153,311,294,605,75.72,0.757,0,0,0,0,0,0,0,0,0,0,799,1,0,1
2010,BEVERLY WOODS ELEM,BEVERLY WOODS ELEMENTARY,Elementary,Center City 2,-80.83718,35.131344,1,1,2,0.268,0.003,6,11,17,2.276,0.023,16,22,38,5.087,0.051,50,52,102,13.655,0.137,294,294,588,78.715,0.787,0,0,0,0,0,0,0,0,0,0,747,1,0,1
2011,BEVERLY WOODS ELEMENTARY,BEVERLY WOODS ELEMENTARY,Elementary,Center City 2,-80.83718,35.131344,0,0,0,0,0,9,7,16,2.171,0.022,19,22,41,5.563,0.056,39,30,69,9.362,0.094,295,296,591,80.19,0.802,0,0,0,0,0,12,8,20,2.714,0.027,737,1,1,1
2012,BEVERLY WOODS ELEMENTARY,BEVERLY WOODS ELEMENTARY,Elementary,Center City 2,-80.83718,35.131344,0,0,0,0,0,10,13,23,2.882,0.029,27,21,48,6.015,0.06,54,35,89,11.153,0.112,312,313,625,78.321,0.783,0,0,0,0,0,8,5,13,1.629,0.016,798,1,0,1
2013,BEVERLY WOODS ELEMENTARY,BEVERLY WOODS ELEMENTARY,Elementary,Center City 2,-80.83718,35.131344,0,0,0,0,0,10,8,18,2.372,0.024,21,24,45,5.929,0.059,47,29,76,10.013,0.1,301,304,605,79.71,0.797,0,0,0,0,0,10,5,15,1.976,0.02,759,1,0,1
2014,Beverly Woods Elementary,BEVERLY WOODS ELEMENTARY,Elementary,Center City 2,-80.83718,35.131344,0,1,1,0.135,0.001,6,8,14,1.887,0.019,24,20,44,5.93,0.059,39,33,72,9.704,0.097,287,302,589,79.38,0.794,0,0,0,0,0,15,7,22,2.965,0.03,742,1,1,1
2015,Beverly Woods Elementary,BEVERLY WOODS ELEMENTARY,Elementary,Center City 2,-80.83718,35.131344,0,1,1,0.132,0.001,8,13,21,2.77,0.028,28,18,46,6.069,0.061,39,46,85,11.214,0.112,286,303,589,77.704,0.777,0,0,0,0,0,11,5,16,2.111,0.021,758,1,0,1
2016,Beverly Woods Elementary,BEVERLY WOODS ELEMENTARY,Elementary,Center City 2,-80.83718,35.131344,0,0,0,0,0,22,22,44,5.591,0.056,35,17,52,6.607,0.066,27,39,66,8.386,0.084,303,304,607,77.128,0.771,0,0,0,0,0,11,7,18,2.287,0.023,787,1,1,1
